row_idx,timestamp,raw_active_count,raw_fresh_count,display_fresh_count,top_bull_ob_id,top_bear_ob_id,top_all_ob_id,best_bull_ob_score,best_bear_ob_score,top_active_distance_atr,top_fresh_distance_atr,distance_to_nearest_active_ob_atr,distance_to_nearest_fresh_ob_atr,fractional_distance_band_active,endpoint_inventory_is_good_bool,endpoint_inventory_warning_flags,fraction_with_active_within_0_5atr,fraction_with_active_within_1_0atr,fraction_with_active_within_2_0atr,fraction_with_fresh_within_0_5atr,fraction_with_fresh_within_1_0atr,fraction_with_fresh_within_2_0atr
3205,2016-01-13 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3206,2016-01-14 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3207,2016-01-14 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3208,2016-01-14 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3209,2016-01-14 15:00:00+00:00,1,1,0,,105.0,105.0,,0.7760284952379088,2.164350112176966,,2.164350112176966,2.164350112176966,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
3210,2016-01-14 19:00:00+00:00,1,1,1,,105.0,105.0,,0.7972861764264447,1.4266042699215093,1.4266042699215093,1.4266042699215093,1.4266042699215093,context_near,0,,0,0,1,0,0,1
3211,2016-01-14 23:00:00+00:00,1,1,1,,105.0,105.0,,0.8026554527001799,1.2033606379130573,1.2033606379130573,1.2033606379130573,1.2033606379130573,context_near,0,,0,0,1,0,0,1
3212,2016-01-15 03:00:00+00:00,1,1,1,,105.0,105.0,,0.8316993505501082,0.7444942662727709,0.7444942662727709,0.7444942662727709,0.7444942662727709,tradable_near,1,,0,1,1,0,1,1
3213,2016-01-15 07:00:00+00:00,1,1,1,,105.0,105.0,,0.7953880908500441,1.1117457554714283,1.1117457554714283,1.1117457554714283,1.1117457554714283,context_near,0,,0,0,1,0,0,1
3214,2016-01-15 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3215,2016-01-15 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3216,2016-01-15 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3217,2016-01-17 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3218,2016-01-18 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3219,2016-01-18 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3220,2016-01-18 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3221,2016-01-18 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3222,2016-01-18 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3223,2016-01-19 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3224,2016-01-19 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3225,2016-01-19 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3226,2016-01-19 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3227,2016-01-19 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3228,2016-01-19 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3229,2016-01-20 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3230,2016-01-20 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3231,2016-01-20 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3232,2016-01-20 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3233,2016-01-20 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3234,2016-01-20 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3235,2016-01-21 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3236,2016-01-21 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3237,2016-01-21 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3238,2016-01-21 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3239,2016-01-21 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3240,2016-01-21 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3241,2016-01-22 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3242,2016-01-22 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3243,2016-01-22 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3244,2016-01-22 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3245,2016-01-22 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3246,2016-01-24 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3247,2016-01-25 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3248,2016-01-25 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3249,2016-01-25 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3250,2016-01-25 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3251,2016-01-25 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3252,2016-01-25 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3253,2016-01-26 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3254,2016-01-26 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3255,2016-01-26 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3256,2016-01-26 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3257,2016-01-26 19:00:00+00:00,1,1,1,106.0,,106.0,0.7861653738583905,,0.40785713504000254,0.40785713504000254,0.40785713504000254,0.40785713504000254,near,1,,1,1,1,1,1,1
3258,2016-01-26 23:00:00+00:00,1,1,1,106.0,,106.0,0.7511856439308202,,0.6157198969290907,0.6157198969290907,0.6157198969290907,0.6157198969290907,tradable_near,1,,0,1,1,0,1,1
3259,2016-01-27 03:00:00+00:00,1,1,1,106.0,,106.0,0.7838725272574327,,0.3302621874155996,0.3302621874155996,0.3302621874155996,0.3302621874155996,near,1,,1,1,1,1,1,1
3260,2016-01-27 07:00:00+00:00,1,0,0,106.0,,106.0,0.7705830120289952,,0.0,,0.0,,near,1,no_fresh_inventory,1,1,1,0,0,0
3261,2016-01-27 11:00:00+00:00,1,0,0,106.0,,106.0,0.7577823601230083,,0.0,,0.0,,near,1,no_fresh_inventory,1,1,1,0,0,0
3262,2016-01-27 15:00:00+00:00,1,0,0,106.0,,106.0,0.7458392265111338,,0.0,,0.0,,near,1,no_fresh_inventory,1,1,1,0,0,0
3263,2016-01-27 19:00:00+00:00,2,1,1,107.0,,107.0,0.7825414901635197,,1.170639824405314,1.170639824405314,1.170639824405314,1.170639824405314,context_near,0,,0,0,1,0,0,1
3264,2016-01-27 23:00:00+00:00,2,1,1,107.0,,107.0,0.8573695152435716,,0.3599163945033631,0.3599163945033631,0.3599163945033631,0.3599163945033631,near,1,,1,1,1,1,1,1
3265,2016-01-28 03:00:00+00:00,2,0,0,107.0,,107.0,0.8486108972427151,,0.0,,0.0,,near,1,no_fresh_inventory,1,1,1,0,0,0
3266,2016-01-28 07:00:00+00:00,2,0,0,107.0,,107.0,0.8186877006652298,,0.059160044040714295,,0.059160044040714295,,near,1,no_fresh_inventory,1,1,1,0,0,0
3267,2016-01-28 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3268,2016-01-28 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3269,2016-01-28 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3270,2016-01-28 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3271,2016-01-29 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3272,2016-01-29 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3273,2016-01-29 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3274,2016-01-29 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3275,2016-01-29 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3276,2016-01-31 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3277,2016-02-01 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3278,2016-02-01 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3279,2016-02-01 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3280,2016-02-01 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3281,2016-02-01 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3282,2016-02-01 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3283,2016-02-02 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3284,2016-02-02 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3285,2016-02-02 11:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3286,2016-02-02 15:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3287,2016-02-02 19:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3288,2016-02-02 23:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3289,2016-02-03 03:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3290,2016-02-03 07:00:00+00:00,0,0,0,,,,,,,,,,distant,0,"no_active_inventory,no_fresh_inventory",0,0,0,0,0,0
3291,2016-02-03 11:00:00+00:00,1,1,1,108.0,,108.0,0.7837333466908538,,0.52662491073942,0.52662491073942,0.52662491073942,0.52662491073942,tradable_near,1,,0,1,1,0,1,1
3292,2016-02-03 15:00:00+00:00,1,1,0,108.0,,108.0,0.6644378570000729,,2.5384823650625554,,2.5384823650625554,2.5384823650625554,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
3293,2016-02-03 19:00:00+00:00,1,1,0,108.0,,108.0,0.6638932926828496,,2.28247802304239,,2.28247802304239,2.28247802304239,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
3294,2016-02-03 23:00:00+00:00,1,1,0,108.0,,108.0,0.6647593604416671,,2.029369822501289,,2.029369822501289,2.029369822501289,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
3295,2016-02-04 03:00:00+00:00,1,1,0,108.0,,108.0,0.6440949378597876,,2.5389761690068284,,2.5389761690068284,2.5389761690068284,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
3296,2016-02-04 07:00:00+00:00,2,2,1,109.0,,109.0,0.8023172555856586,,0.5912230796017971,0.5912230796017971,0.5912230796017971,0.5912230796017971,tradable_near,1,inventory_semantics_ambiguous,0,1,1,0,1,1
3297,2016-02-04 11:00:00+00:00,2,2,1,109.0,,109.0,0.7139500447560161,,1.7846702965736083,1.7846702965736083,1.7846702965736083,1.7846702965736083,context_near,0,inventory_semantics_ambiguous,0,0,1,0,0,1
3298,2016-02-04 15:00:00+00:00,2,2,1,109.0,,109.0,0.7053796637096121,,1.8216937197224001,1.8216937197224001,1.8216937197224001,1.8216937197224001,context_near,0,inventory_semantics_ambiguous,0,0,1,0,0,1
3299,2016-02-04 19:00:00+00:00,2,2,1,109.0,,109.0,0.6941235067744016,,1.945999003157607,1.945999003157607,1.945999003157607,1.945999003157607,context_near,0,inventory_semantics_ambiguous,0,0,1,0,0,1
3300,2016-02-04 23:00:00+00:00,2,2,0,109.0,,109.0,0.6831298527986833,,2.0850365823929375,,2.0850365823929375,2.0850365823929375,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
3301,2016-02-05 03:00:00+00:00,2,2,1,109.0,,109.0,0.6841187880562414,,1.8765766490456188,1.8765766490456188,1.8765766490456188,1.8765766490456188,context_near,0,inventory_semantics_ambiguous,0,0,1,0,0,1
3302,2016-02-05 07:00:00+00:00,2,2,0,109.0,,109.0,0.6551645307147216,,2.7006376435410835,,2.7006376435410835,2.7006376435410835,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
3303,2016-02-05 11:00:00+00:00,2,2,1,109.0,,109.0,0.7280917597352499,,0.8818761180808316,0.8818761180808316,0.8818761180808316,0.8818761180808316,tradable_near,1,inventory_semantics_ambiguous,0,1,1,0,1,1
3304,2016-02-05 15:00:00+00:00,2,2,0,109.0,,109.0,0.663527395779278,,2.0006269973110373,,2.0006269973110373,2.0006269973110373,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
3305,2016-02-05 19:00:00+00:00,2,2,0,109.0,,109.0,0.6210932437120826,,3.8080071081042575,,3.8080071081042575,3.8080071081042575,distant,0,"top_inventory_too_far,inventory_semantics_ambiguous",0,0,0,0,0,0
3306,2016-02-07 23:00:00+00:00,3,3,1,110.0,,110.0,0.79076792346528,,0.2920277644993734,0.2920277644993734,0.2920277644993734,0.2920277644993734,near,1,"active_inventory_cluttered,inventory_semantics_ambiguous",1,1,1,1,1,1
3307,2016-02-08 03:00:00+00:00,3,3,1,110.0,,110.0,0.7620324762814492,,0.4216434226504738,0.4216434226504738,0.4216434226504738,0.4216434226504738,near,1,"active_inventory_cluttered,inventory_semantics_ambiguous",1,1,1,1,1,1
3308,2016-02-08 07:00:00+00:00,4,4,2,111.0,,111.0,0.8875727502977113,,0.32555320234575486,0.32555320234575486,0.32555320234575486,0.32555320234575486,near,1,"active_inventory_cluttered,inventory_semantics_ambiguous",1,1,1,1,1,1
3309,2016-02-08 11:00:00+00:00,4,3,0,111.0,,111.0,0.6701881707597055,,2.076869499405113,,2.076869499405113,3.268964217028601,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3310,2016-02-08 15:00:00+00:00,4,3,0,111.0,,111.0,0.6330909653999524,,3.0563694445332823,,3.0563694445332823,4.222998739763053,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3311,2016-02-08 19:00:00+00:00,4,3,0,111.0,,111.0,0.65731087228951,,1.7067812741918535,,1.7067812741918535,2.8413323840428464,context_near,0,"active_inventory_cluttered,inventory_semantics_ambiguous",0,0,1,0,0,0
3312,2016-02-08 23:00:00+00:00,4,3,0,111.0,,111.0,0.6267175456072995,,2.258811582925946,,2.258811582925946,3.4183207656871963,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3313,2016-02-09 03:00:00+00:00,4,3,0,111.0,,111.0,0.6158650638609087,,2.2521984373068253,,2.2521984373068253,3.451812747326729,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3314,2016-02-09 07:00:00+00:00,4,3,0,111.0,,111.0,0.6209381202614552,,1.7872663804664164,,1.7872663804664164,2.9814133868842245,context_near,0,"active_inventory_cluttered,inventory_semantics_ambiguous",0,0,1,0,0,0
3315,2016-02-09 11:00:00+00:00,4,3,0,111.0,,111.0,0.6120716213980852,,1.7674337164415979,,1.7674337164415979,2.935298499014197,context_near,0,"active_inventory_cluttered,inventory_semantics_ambiguous",0,0,1,0,0,0
3316,2016-02-09 15:00:00+00:00,4,3,0,111.0,,111.0,0.5838635314490062,,2.363103598823388,,2.363103598823388,3.5114258037644137,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3317,2016-02-09 19:00:00+00:00,4,3,0,111.0,,111.0,0.5759299444392345,,1.7102686199399741,,1.7102686199399741,2.865340166653801,context_near,0,"active_inventory_cluttered,inventory_semantics_ambiguous",0,0,1,0,0,0
3318,2016-02-09 23:00:00+00:00,4,3,0,111.0,,111.0,0.5570208601562221,,2.0104187677024776,,2.0104187677024776,3.1937729929265797,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3319,2016-02-10 03:00:00+00:00,4,3,0,111.0,,111.0,0.5470865392093459,,2.0901747662306835,,2.0901747662306835,3.3365280478284047,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3320,2016-02-10 07:00:00+00:00,4,3,0,111.0,,111.0,0.5881138874468823,,1.0690315680186342,,1.0690315680186342,2.305240214765109,context_near,0,"active_inventory_cluttered,inventory_semantics_ambiguous",0,0,1,0,0,0
3321,2016-02-10 11:00:00+00:00,4,3,0,111.0,,111.0,0.537265841461408,,1.9824249014799982,,1.9824249014799982,3.1821045813614948,context_near,0,"active_inventory_cluttered,inventory_semantics_ambiguous",0,0,1,0,0,0
3322,2016-02-10 15:00:00+00:00,4,3,0,109.0,,109.0,0.5329872264526309,,5.358438143028523,,2.0808145306547443,3.2352959511186405,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3323,2016-02-10 19:00:00+00:00,4,3,0,109.0,,109.0,0.5267449669749429,,6.021862492025803,,2.677513941199266,3.8554979692946456,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3324,2016-02-10 23:00:00+00:00,4,3,0,109.0,,109.0,0.5219219796081686,,6.577891177880382,,3.4784929644664286,4.570197832132408,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3325,2016-02-11 03:00:00+00:00,4,3,0,109.0,,109.0,0.5185126109052959,,6.941469389785727,,3.7241099114193874,4.8573644213956735,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3326,2016-02-11 07:00:00+00:00,4,3,0,109.0,,109.0,0.512945519269975,,7.896824083486062,,4.994351930632311,6.016693288326122,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3327,2016-02-11 11:00:00+00:00,4,3,0,109.0,,109.0,0.5105980097552146,,8.145962318673446,,5.429478300428537,6.38630882734177,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3328,2016-02-11 15:00:00+00:00,4,3,0,109.0,,109.0,0.5078820946515377,,8.542836560779106,,6.138670317792412,6.98549276828863,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3329,2016-02-11 19:00:00+00:00,4,3,0,109.0,,109.0,0.5080348772039216,,8.127231097776974,,5.785007421861952,6.610011765315582,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3330,2016-02-11 23:00:00+00:00,4,3,0,109.0,,109.0,0.509532279253907,,7.4327280353019365,,5.092820038534866,5.91700872745697,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3331,2016-02-12 03:00:00+00:00,4,3,0,109.0,,109.0,0.5064508469139187,,7.91835927389332,,5.590610475688499,6.410516315056173,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3332,2016-02-12 07:00:00+00:00,4,3,0,109.0,,109.0,0.5054415141111879,,7.89903048354744,,5.521629747867778,6.359024550607675,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3333,2016-02-12 11:00:00+00:00,4,3,0,109.0,,109.0,0.5051526110335434,,7.7091482943182115,,5.310303273269281,6.155251423178292,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3334,2016-02-12 15:00:00+00:00,4,3,0,109.0,,109.0,0.5035008767180738,,7.8853681135472025,,5.432721045706429,6.296619957127415,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3335,2016-02-12 19:00:00+00:00,4,3,0,109.0,,109.0,0.5015018334266493,,8.179769727713076,,5.600237018987479,6.5088290166957865,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3336,2016-02-14 23:00:00+00:00,4,3,0,109.0,,109.0,0.5062477863455098,,6.834283766222137,,4.324686306073043,5.208644924642791,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3337,2016-02-15 03:00:00+00:00,4,3,0,109.0,,109.0,0.5073356225797437,,6.462512152224337,,3.9229076583515083,4.8174356915381455,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3338,2016-02-15 07:00:00+00:00,4,3,0,109.0,,109.0,0.5114594841601752,,5.651829875891593,,3.1197799602693728,4.0116470350113484,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3339,2016-02-15 11:00:00+00:00,4,3,0,109.0,,109.0,0.5095594600201149,,5.82842353676603,,3.204621743718935,4.128806695772938,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3340,2016-02-15 15:00:00+00:00,4,3,0,109.0,,109.0,0.5083777210293692,,5.905079424093676,,3.2281100851712163,4.171022307694301,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3341,2016-02-15 23:00:00+00:00,4,3,0,109.0,,109.0,0.516212336011441,,4.776184488711806,,2.1604780313302054,3.0818115532862103,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3342,2016-02-16 03:00:00+00:00,4,3,0,109.0,,109.0,0.5132405056967047,,5.050021905893293,,2.4273478188394986,3.351135557616145,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3343,2016-02-16 07:00:00+00:00,4,3,0,109.0,,109.0,0.5078170669879116,,5.703816795080263,,3.209709136226597,4.088211762920176,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3344,2016-02-16 11:00:00+00:00,4,3,0,109.0,,109.0,0.5289168445101842,,5.607038235174093,,3.118013083280204,3.994725492258641,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3345,2016-02-16 15:00:00+00:00,4,3,0,109.0,,109.0,0.5330771690625498,,4.988963763488357,,2.5239816674773765,3.3922253611331623,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3346,2016-02-16 19:00:00+00:00,4,3,0,109.0,,109.0,0.5130830779889037,,4.8144799823785,,2.27335409906113,3.1684180131342674,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3347,2016-02-16 23:00:00+00:00,4,3,0,109.0,,109.0,0.5093830388990938,,5.2027433752576,,2.6110532885275144,3.52392749453294,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3348,2016-02-17 03:00:00+00:00,4,3,0,109.0,,109.0,0.5054747886167653,,5.681152605812595,,3.013080936686044,3.9528591219676277,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3349,2016-02-17 07:00:00+00:00,4,3,0,109.0,,109.0,0.5079223806734264,,5.279965516316003,,2.6224637301559377,3.558518872481882,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
3350,2016-02-17 11:00:00+00:00,4,3,0,109.0,,109.0,0.50262656798958,,5.997355225262717,,3.331543579910249,4.27052571422151,distant,0,"top_inventory_too_far,active_inventory_cluttered,inventory_semantics_ambiguous",0,0,0,0,0,0
