range_id,candidate_lookback_bars,birth_idx,confirm_idx,end_idx,state,confirm_latency_bars,low,high,mid,width_abs,width_atr,strength_raw,strength,strength_raw_legacy,strength_legacy,upper_touches,lower_touches,close_inside_frac,boundary_stability_score,candidate_boundary_drift_abs,candidate_boundary_drift_atr,confirm_close_position_in_range,confirm_dist_to_upper_atr,confirm_dist_to_lower_atr,confirm_regime,range_recent_pressure_imbalance,range_recent_upper_pressure_count,range_recent_lower_pressure_count,range_recent_pressure_dominant_side,range_recent_equilibrium_score,range_recent_expansion_veto_flag,range_viability_gate_pass,range_recent_upper_touch_freshness,range_recent_lower_touch_freshness,range_recent_two_sided_freshness_score,range_strength_structure,range_strength_monitorability,range_strength_semantic,range_strength_formation,range_strength_viability,range_strength_formation_legacy,range_strength_viability_legacy,range_touch_quality_score,range_containment_quality_score,range_stability_quality_score,break_pending_count,reclaimed_count,total_pending_bars,mean_pending_duration_bars,first_breach_idx,first_breach_side,first_upper_breach_idx,first_lower_breach_idx,bars_to_first_breach,breakout_side_first,accepted_breakout_side,bars_to_breakout_accept,audit_range_recent_pressure_imbalance_legacy,audit_range_recent_pressure_imbalance_v2,duration_bars,rb_micro_box_risk_score,rb_late_confirm_fragility_score,rb_boundary_relevance_score,rb_monitor_worthiness_score,rb_plausibility_score,birth_timestamp,confirm_timestamp,active_start_idx,active_start_timestamp,end_timestamp,range_state,geometry_upper_edge_miss_atr,geometry_lower_edge_miss_atr,geometry_chart_fit_score,geometry_visible_width_ratio,geometry_upper_swing_confluence,geometry_lower_swing_confluence,geometry_review_bucket_suggested,geometry_review_bucket_manual,geometry_review_notes,candidate_lineage_id,candidate_birth_idx,last_idx,last_timestamp,maturity_pass_idx,maturity_pass_timestamp,viability_pass_idx,viability_pass_timestamp,range_confirm_idx,range_confirm_timestamp
122,12,9356,9362,9363,4,6,1794.854,1812.224,1803.539,17.36999999999989,2.9688323204109395,0.6743437866235995,0.6743437866235995,0.5531801668850982,0.5531801668850982,3,3,1.0,0.8649753866940608,0.5529999999998836,0.0945172293141574,0.894473229706398,0.31329128631622677,2.6555410340947123,0.0,0.7253111940365299,2,0,1,0.3948954135482563,0,1,1.0,0.41666666666666663,0.41666666666666663,0.715022648284671,0.6867700099726499,0.6573971411446258,0.715022648284671,0.662218210073,0.715022648284671,0.6227567481304482,0.5,1.0,0.8649753866940608,0,0,0,,9363.0,1,9363.0,,1.0,1,1,1.0,1.0,0.7083177475308853,1,0.55,0.8690476190476191,0.477147630690204,0.0625,0.25735238386302717,2020-07-17 05:00:00+00:00,2020-07-20 05:00:00+00:00,9362,2020-07-20 05:00:00+00:00,2020-07-20 09:00:00+00:00,accepted_breakout,2.764723337040453,0.27115037601336717,0.0,0.7011665926613633,1,1,box_too_narrow_for_visible_structure,,,1706,9356,9362,2020-07-20 05:00:00+00:00,9362.0,2020-07-20 05:00:00+00:00,9362.0,2020-07-20 05:00:00+00:00,9362.0,2020-07-20 05:00:00+00:00
123,12,9597,9600,9631,4,3,1935.76,1966.23,1950.995,30.470000000000027,2.6388771415240067,0.6324634345308227,0.6324634345308227,0.5661160771533591,0.5661160771533591,2,3,1.0,0.8658848130989648,1.08400000000006,0.09388063083072462,0.38437807679684866,1.6245506209618434,1.014326520562163,0.0,0.4851397464232015,0,2,-1,0.6097801115851678,0,1,0.25,0.9166666666666666,0.25,0.7130979564908254,0.6506305888023899,0.6043015014291058,0.7130979564908254,0.6332670442259997,0.7130979564908254,0.656471040667007,0.25,1.0,0.8658848130989648,5,5,10,2.0,9606.0,1,9606.0,9620.0,6.0,1,-1,31.0,0.6,0.41660330158444275,31,0.2666666666666667,0.029411764705882356,0.6156005497069219,1.0,0.8446844511522207,2020-09-11 13:00:00+00:00,2020-09-14 01:00:00+00:00,9600,2020-09-14 01:00:00+00:00,2020-09-21 05:00:00+00:00,accepted_breakout,2.762917562652892,20.442406791566498,0.0,0.3322574313567276,1,1,box_too_narrow_for_visible_structure,,,1752,9597,9601,2020-09-14 05:00:00+00:00,9600.0,2020-09-14 01:00:00+00:00,9600.0,2020-09-14 01:00:00+00:00,9600.0,2020-09-14 01:00:00+00:00
124,12,9656,9659,9664,4,3,1848.359,1876.808,1862.5835,28.44900000000007,2.184050011390166,0.687596873363908,0.687596873363908,0.5795281263566261,0.5795281263566261,2,3,1.0,1.0,0.0,0.0,0.48943723856725874,1.1150946049225732,1.0689554064675928,1.0,0.4324232745165695,0,0,0,0.988435445885619,0,1,0.6666666666666667,0.25,0.25,0.7172917781175399,0.7123351475665901,0.6620655382730739,0.7172917781175399,0.6857399988293575,0.7172917781175399,0.6798986224674598,0.25,1.0,1.0,2,1,4,2.0,9661.0,-1,9663.0,9661.0,2.0,-1,1,5.0,0.2,0.41739231544918065,5,0.3666666666666667,0.4583333333333333,0.5719326944981089,0.5625,0.5748581736245273,2020-09-25 09:00:00+00:00,2020-09-27 21:00:00+00:00,9659,2020-09-27 21:00:00+00:00,2020-09-28 17:00:00+00:00,accepted_breakout,4.674801376687014,0.04074998261751916,0.0,0.7342056364199452,1,1,box_too_narrow_for_visible_structure,,,1765,9656,9662,2020-09-28 09:00:00+00:00,9659.0,2020-09-27 21:00:00+00:00,9659.0,2020-09-27 21:00:00+00:00,9659.0,2020-09-27 21:00:00+00:00
126,16,9747,9750,9761,4,3,1889.212,1913.906,1901.559,24.69399999999996,2.5853406748005754,0.7164509454192514,0.7164509454192514,0.6504424145711687,0.6504424145711687,3,3,1.0,1.0,0.0,0.0,0.7568640155503396,0.6285893501053873,1.956751324695188,0.0,0.4825797329245983,1,0,1,0.8966010636861812,0,1,0.75,0.375,0.375,0.7840574208456623,0.7368867251644055,0.688467854365096,0.7840574208456623,0.7107688782586374,0.7840574208456623,0.71597529568183,0.5,1.0,1.0,2,1,2,1.0,9752.0,1,9752.0,,2.0,1,0,11.0,0.4,0.4825797329245983,11,0.2666666666666667,0.4047619047619048,0.6342293574101457,0.6875,0.6648966250668222,2020-10-16 13:00:00+00:00,2020-10-19 01:00:00+00:00,9750,2020-10-19 01:00:00+00:00,2020-10-20 21:00:00+00:00,accepted_breakout,3.402259549673678,1.9486793555315975,0.0,0.8679178968086588,1,0,box_not_visually_real,,,1789,9747,9751,2020-10-19 05:00:00+00:00,9750.0,2020-10-19 01:00:00+00:00,9750.0,2020-10-19 01:00:00+00:00,9750.0,2020-10-19 01:00:00+00:00
127,8,9855,9858,9863,7,3,1856.143,1884.321,1870.232,28.177999999999884,2.0540158287652,0.6772632881374587,0.6772632881374587,0.5768047648824141,0.5768047648824141,3,2,0.75,0.907840766937875,0.8849999999999909,0.0645114631434875,0.49222797927460954,1.0429717679740431,1.0110440607911568,2.0,0.4410948254231319,0,0,0,0.8890623890978754,0,1,0.5,0.625,0.5,0.659433875771244,0.704194353599773,0.6574938991277093,0.659433875771244,0.6900485389362871,0.659433875771244,0.7911614949206982,0.25,0.75,0.907840766937875,0,0,0,,,0,,,,0,0,,0.2,0.37553774996212974,5,0.4666666666666667,0.7916666666666666,0.4219261209163846,0.10416666666666667,0.29027319689576286,2020-11-11 14:00:00+00:00,2020-11-12 02:00:00+00:00,9858,2020-11-12 02:00:00+00:00,2020-11-12 22:00:00+00:00,superseded,0.0,0.0,1.0,1.0,1,1,edge_matches_chart_well,,,1804,9855,9861,2020-11-12 14:00:00+00:00,9858.0,2020-11-12 02:00:00+00:00,9858.0,2020-11-12 02:00:00+00:00,9858.0,2020-11-12 02:00:00+00:00
128,12,9859,9863,9866,4,4,1856.143,1884.321,1870.232,28.177999999999884,2.3315669442715885,0.6869436866837733,0.6869436866837733,0.5523439676544958,0.5523439676544958,3,2,0.8333333333333334,1.0,0.0,0.0,0.8096032365675339,0.44392279991543565,1.887644144356153,0.0,0.7443247017715444,3,0,1,0.47334800198736393,0,1,0.8333333333333334,0.33333333333333337,0.33333333333333337,0.7245391522252121,0.7033915965162417,0.6671121679378695,0.7245391522252121,0.6689809492656538,0.7245391522252121,0.6038972174200462,0.25,0.8333333333333334,1.0,0,0,0,,9866.0,1,9866.0,,3.0,1,1,3.0,0.8,0.5740316226624622,3,0.35,0.6071428571428571,0.5496986645631561,0.1875,0.4116210947122176,2020-11-12 06:00:00+00:00,2020-11-12 22:00:00+00:00,9863,2020-11-12 22:00:00+00:00,2020-11-13 10:00:00+00:00,accepted_breakout,5.322171868359901,2.7698110988692397,0.0,0.8256321603328536,1,1,box_not_visually_real,,,1805,9859,9864,2020-11-13 02:00:00+00:00,9863.0,2020-11-12 22:00:00+00:00,9863.0,2020-11-12 22:00:00+00:00,9863.0,2020-11-12 22:00:00+00:00
129,12,10033,10039,10042,4,6,1856.544,1881.302,1868.923,24.75799999999981,2.497362264653621,0.686703800509678,0.686703800509678,0.5807507347978362,0.5807507347978362,3,2,1.0,1.0,0.0,0.0,0.694926892317637,0.7618780670865438,1.7354841975670772,0.0,0.6462451579353424,2,0,1,0.44640116326035084,0,1,0.9166666666666666,0.5,0.5,0.7284085393040376,0.704377850864844,0.6651848400042413,0.7284085393040376,0.6802541109993137,0.7284085393040376,0.6621451732583982,0.25,1.0,1.0,1,0,2,2.0,10041.0,1,10041.0,,2.0,1,1,3.0,0.6,0.6097509932172162,3,0.4,0.7222222222222222,0.47614828243840623,0.2708333333333333,0.3893842928318238,2020-12-23 10:00:00+00:00,2020-12-24 10:00:00+00:00,10039,2020-12-24 10:00:00+00:00,2020-12-27 22:00:00+00:00,accepted_breakout,7.491103819731514,0.0,0.0,0.5695946256844401,1,1,box_too_narrow_for_visible_structure,,,1833,10033,10039,2020-12-24 10:00:00+00:00,10039.0,2020-12-24 10:00:00+00:00,10039.0,2020-12-24 10:00:00+00:00,10039.0,2020-12-24 10:00:00+00:00
131,12,10046,10049,10054,7,3,1868.811,1900.01,1884.4105,31.19900000000007,2.733276538074769,0.601168905400302,0.601168905400302,0.5387833477788558,0.5387833477788558,2,4,0.9166666666666666,1.0,0.0,0.0,0.2552325395044696,2.0356554260939603,0.6976211119808083,0.0,0.6408531399933054,0,2,-1,0.46807055781702256,0,1,0.5,0.8333333333333334,0.5,0.695258931003073,0.6260205724774991,0.565239100959013,0.695258931003073,0.6014835777745315,0.695258931003073,0.6248985419996338,0.25,0.9166666666666666,1.0,0,0,0,,,0,,,,0,0,,1.0,0.40233054838910454,5,0.4666666666666667,0.7916666666666666,0.3141134862676727,0.10416666666666667,0.26332003823358485,2020-12-28 14:00:00+00:00,2020-12-29 02:00:00+00:00,10049,2020-12-29 02:00:00+00:00,2020-12-29 22:00:00+00:00,superseded,1.3401497978613277,0.0,0.5532834007128908,1.133025857059849,1,1,edge_partially_matches_chart,,,1839,10046,10053,2020-12-29 18:00:00+00:00,10049.0,2020-12-29 02:00:00+00:00,10049.0,2020-12-29 02:00:00+00:00,10049.0,2020-12-29 02:00:00+00:00
132,16,10050,10054,10066,4,4,1868.811,1900.01,1884.4105,31.19900000000007,2.9834432037166723,0.6272135198609183,0.6272135198609183,0.5028513764682209,0.5028513764682209,2,3,0.9375,1.0,0.0,0.0,0.45350812526042766,1.63042746957816,1.3530157341385123,0.0,0.5412777567431727,0,0,0,0.7185700396380242,0,1,0.3125,0.5625,0.3125,0.6600924146021035,0.651274374655714,0.6017417786747004,0.6600924146021035,0.6218029138613843,0.6600924146021035,0.6029822626460927,0.25,0.9375,1.0,1,1,2,2.0,10064.0,1,10064.0,,10.0,1,1,12.0,0.2,0.5337483014466831,12,0.2,0.25,0.5493378454391016,0.75,0.7098344613597755,2020-12-29 06:00:00+00:00,2020-12-29 22:00:00+00:00,10054,2020-12-29 22:00:00+00:00,2021-01-03 22:00:00+00:00,accepted_breakout,11.732417079833924,0.9170611984808987,0.0,0.4915860460719144,1,1,box_too_narrow_for_visible_structure,,,1840,10050,10054,2020-12-29 22:00:00+00:00,10054.0,2020-12-29 22:00:00+00:00,10054.0,2020-12-29 22:00:00+00:00,10054.0,2020-12-29 22:00:00+00:00
134,12,10332,10335,10339,4,3,1687.038,1722.946,1704.992,35.9079999999999,2.7376395284358535,0.6939495195631475,0.6939495195631475,0.6284252778437255,0.6284252778437255,3,3,1.0,1.0,0.0,0.0,0.7137128216553414,0.7837510959207021,1.953888432515151,2.0,0.4742847095449398,0,0,0,0.9814897330214281,0,1,0.33333333333333337,0.75,0.33333333333333337,0.7747697425461445,0.7152688538168777,0.6631100431127347,0.7747697425461445,0.6883889964061183,0.7747697425461445,0.6851871881713664,0.5,1.0,1.0,1,0,2,2.0,10338.0,-1,,10338.0,3.0,-1,-1,4.0,0.4,0.32908942820952247,4,0.2166666666666667,0.5595238095238095,0.6049411163264384,0.3333333333333333,0.512663850510181,2021-03-05 10:00:00+00:00,2021-03-07 22:00:00+00:00,10335,2021-03-07 22:00:00+00:00,2021-03-08 14:00:00+00:00,accepted_breakout,3.3408342862529867,3.770766710801449,0.0,0.9682621005797456,0,1,box_not_visually_real,,,1897,10332,10336,2021-03-08 02:00:00+00:00,10335.0,2021-03-07 22:00:00+00:00,10335.0,2021-03-07 22:00:00+00:00,10335.0,2021-03-07 22:00:00+00:00
136,12,10407,10410,10428,4,3,1723.683,1742.442,1733.0625,18.759000000000015,2.296792705896561,0.6699703873948322,0.6699703873948322,0.5675475491999689,0.5675475491999689,3,2,1.0,1.0,0.0,0.0,0.3431952662721945,1.5085443216243568,0.7882483842722046,0.0,0.4985469696439169,0,0,0,0.887431810508741,0,1,0.5,0.75,0.5,0.7009758089860962,0.6963209061888954,0.6428750841532167,0.7009758089860962,0.6722295780389611,0.7009758089860962,0.6827559095105808,0.25,1.0,1.0,3,3,6,2.0,10416.0,1,10416.0,10420.0,6.0,1,-1,18.0,0.4,0.354084240747864,18,0.2666666666666667,0.047619047619047616,0.6813860180968152,1.0,0.8574893616670609,2021-03-23 21:00:00+00:00,2021-03-24 09:00:00+00:00,10410,2021-03-24 09:00:00+00:00,2021-03-29 09:00:00+00:00,accepted_breakout,1.2896244368922105,7.874023612827738,0.0,0.4712606139777922,1,1,box_too_narrow_for_visible_structure,,,1916,10407,10411,2021-03-24 13:00:00+00:00,10410.0,2021-03-24 09:00:00+00:00,10410.0,2021-03-24 09:00:00+00:00,10410.0,2021-03-24 09:00:00+00:00
137,12,10458,10461,10464,4,3,1721.181,1737.39,1729.2855,16.20900000000006,2.311469626169565,0.6839811455090217,0.6839811455090217,0.5934663831913481,0.5934663831913481,2,3,0.9166666666666666,1.0,0.0,0.0,0.8032574495650524,0.4547644295055152,1.8567051966640498,1.0,0.3617111558008068,1,1,0,0.9901495054187901,0,1,0.25,0.75,0.25,0.7348843560683678,0.7078548407646242,0.65578272780482,0.7348843560683678,0.6813097998105574,0.7348843560683678,0.6792738619138982,0.25,0.9166666666666666,1.0,1,1,2,2.0,10462.0,1,10462.0,,1.0,1,1,3.0,0.4,0.3617111558008068,3,0.5166666666666667,0.5833333333333334,0.5535635334289299,0.35416666666666663,0.44234921669056576,2021-04-05 09:00:00+00:00,2021-04-05 21:00:00+00:00,10461,2021-04-05 21:00:00+00:00,2021-04-06 09:00:00+00:00,accepted_breakout,3.4298525536490443,0.0,0.0,0.6715416166052159,0,1,box_too_narrow_for_visible_structure,,,1929,10458,10463,2021-04-06 05:00:00+00:00,10461.0,2021-04-05 21:00:00+00:00,10461.0,2021-04-05 21:00:00+00:00,10461.0,2021-04-05 21:00:00+00:00
138,8,10502,10505,10507,4,3,1731.625,1749.265,1740.4450000000002,17.6400000000001,2.2027475533202803,0.6778122243043009,0.6778122243043009,0.563982253746702,0.563982253746702,3,2,0.875,1.0,0.0,0.0,0.9186507936507843,0.17919176525028144,2.0235557880699986,0.0,0.43927547871000466,1,1,0,0.8202947845805086,0,1,1.0,0.75,0.75,0.7068201223953938,0.7039661366559234,0.6512016742343631,0.7068201223953938,0.6747053991104617,0.7068201223953938,0.6631913737717354,0.25,0.875,1.0,1,0,2,2.0,10506.0,1,10506.0,,1.0,1,1,2.0,0.4,0.2314854182413755,2,0.6166666666666667,0.7833333333333333,0.49113829102815126,0.20833333333333331,0.3157012394237045,2021-04-14 17:00:00+00:00,2021-04-15 05:00:00+00:00,10505,2021-04-15 05:00:00+00:00,2021-04-15 13:00:00+00:00,accepted_breakout,9.197604132830095,0.0,0.0,0.4654353562005292,1,1,box_too_narrow_for_visible_structure,,,1944,10502,10505,2021-04-15 05:00:00+00:00,10505.0,2021-04-15 05:00:00+00:00,10505.0,2021-04-15 05:00:00+00:00,10505.0,2021-04-15 05:00:00+00:00
139,8,10519,10524,10525,4,5,1763.555,1789.99,1776.7725,26.434999999999945,2.9302561485032967,0.6013859423205248,0.6013859423205248,0.45141862538404154,0.45141862538404154,2,3,1.0,0.7822636545601318,1.375,0.15241544180790775,0.21373179496878666,2.303967242165364,0.6262889063379331,2.0,0.6632790229693988,0,2,-1,0.4777756761868672,0,1,0.25,1.0,0.25,0.5970098130380691,0.6192530905875194,0.5870777184614423,0.5970098130380691,0.601243214421004,0.5970098130380691,0.5935544540070963,0.25,1.0,0.7822636545601318,0,0,0,,10525.0,1,10525.0,,1.0,1,1,1.0,1.0,0.6632790229693988,1,0.65,0.8611111111111112,0.35123279195449425,0.0625,0.2074609757664013,2021-04-19 13:00:00+00:00,2021-04-20 09:00:00+00:00,10524,2021-04-20 09:00:00+00:00,2021-05-20 09:00:00+00:00,accepted_breakout,32.02279775026789,0.0,0.0,0.21979712313960215,1,1,box_too_narrow_for_visible_structure,,,1948,10519,10524,2021-04-20 09:00:00+00:00,10524.0,2021-04-20 09:00:00+00:00,10524.0,2021-04-20 09:00:00+00:00,10524.0,2021-04-20 09:00:00+00:00
141,12,10537,10540,10544,4,3,1869.965,1889.295,1879.63,19.330000000000155,1.7354528171693295,0.6688570420150994,0.6688570420150994,0.6343429778614946,0.6343429778614946,2,2,1.0,1.0,0.0,0.0,0.44490429384376967,0.9633424070474282,0.7721104101219012,2.0,0.41132517719174705,0,0,0,0.8673909294705946,0,1,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.7562074168261016,0.6930693771832367,0.6345426205041038,0.7562074168261016,0.669998938483312,0.7562074168261016,0.7314131100078173,0.25,1.0,1.0,0,0,0,,10544.0,1,10544.0,,4.0,1,1,4.0,0.0,0.37331837454894273,4,0.2666666666666667,0.4761904761904762,0.5773306699684607,0.25,0.4832612389206866,2021-05-24 09:00:00+00:00,2021-05-24 21:00:00+00:00,10540,2021-05-24 21:00:00+00:00,2021-05-25 13:00:00+00:00,accepted_breakout,6.234684050729926,1.4924058864502319,0.0,0.701378809869383,0,1,box_too_narrow_for_visible_structure,,,1955,10537,10540,2021-05-24 21:00:00+00:00,10540.0,2021-05-24 21:00:00+00:00,10540.0,2021-05-24 21:00:00+00:00,10540.0,2021-05-24 21:00:00+00:00
142,12,10603,10607,10622,4,4,1881.415,1903.66,1892.5375,22.24500000000012,2.8011711901629424,0.6987260112192815,0.6987260112192815,0.6104755912216048,0.6104755912216048,2,2,1.0,1.0,0.0,0.0,0.5583277140930549,1.2371996827759446,1.5639715073869975,0.0,0.49307026043417046,0,0,0,0.8971304412976704,0,1,0.6666666666666667,0.16666666666666663,0.16666666666666663,0.703037763864627,0.722164529729888,0.6783477752471166,0.703037763864627,0.7163181507054757,0.703037763864627,0.7805661435733688,0.25,1.0,1.0,1,1,2,2.0,10614.0,-1,,10614.0,7.0,-1,-1,15.0,0.2,0.4925682800214103,15,0.2,0.23684210526315788,0.6343901557378957,0.75,0.7337291178818424,2021-06-08 09:00:00+00:00,2021-06-09 01:00:00+00:00,10607,2021-06-09 01:00:00+00:00,2021-06-11 13:00:00+00:00,accepted_breakout,0.0,4.387450521824431,0.0,0.6441291443463172,1,1,box_too_narrow_for_visible_structure,,,1968,10603,10608,2021-06-09 05:00:00+00:00,10607.0,2021-06-09 01:00:00+00:00,10607.0,2021-06-09 01:00:00+00:00,10607.0,2021-06-09 01:00:00+00:00
143,8,10636,10639,10641,4,3,1851.485,1869.015,1860.25,17.5300000000002,1.9722152812623122,0.6885703647252821,0.6885703647252821,0.5579612946036459,0.5579612946036459,3,5,0.875,1.0,0.0,0.0,0.354249857387334,1.2735582991380172,0.698656982124295,1.0,0.5641564993789447,0,2,-1,0.8760220574253678,0,1,0.375,1.0,0.375,0.7187282703015266,0.7112471825817303,0.6646965728336665,0.7187282703015266,0.6758166505708659,0.7187282703015266,0.6271957420235362,0.5,0.875,1.0,0,0,0,,10641.0,-1,,10641.0,2.0,-1,-1,2.0,0.8,0.44488366288546116,2,0.4666666666666667,0.7000000000000001,0.5603619130632651,0.125,0.350507144932483,2021-06-15 21:00:00+00:00,2021-06-16 09:00:00+00:00,10639,2021-06-16 09:00:00+00:00,2021-06-16 17:00:00+00:00,accepted_breakout,0.5121144783715207,24.723467292470858,0.0,0.2685355392156885,1,1,box_too_narrow_for_visible_structure,,,1973,10636,10640,2021-06-16 13:00:00+00:00,10639.0,2021-06-16 09:00:00+00:00,10639.0,2021-06-16 09:00:00+00:00,10639.0,2021-06-16 09:00:00+00:00
144,8,10664,10667,10692,4,3,1772.225,1789.995,1781.11,17.769999999999982,1.6755812770290024,0.6444705771436439,0.6444705771436439,0.5785107705779362,0.5785107705779362,2,2,0.875,1.0,0.0,0.0,0.5464265616207117,0.7599991611060035,0.915582115922999,1.0,0.46485718058769343,0,0,0,0.8373663477771595,0,1,0.375,0.625,0.375,0.7238742042055871,0.6704077195688654,0.609978797176547,0.7238742042055871,0.6452169017842846,0.7238742042055871,0.6653114754305978,0.25,0.875,1.0,3,3,6,2.0,10670.0,1,10670.0,10685.0,3.0,1,-1,25.0,0.4,0.385348251860748,25,0.3166666666666667,0.11904761904761905,0.6491502455825005,0.875,0.781394704252768,2021-06-22 13:00:00+00:00,2021-06-23 01:00:00+00:00,10667,2021-06-23 01:00:00+00:00,2021-06-29 05:00:00+00:00,accepted_breakout,2.9064540567290096,12.876128598342161,0.0,0.4018998077575487,1,1,box_too_narrow_for_visible_structure,,,1977,10664,10669,2021-06-23 09:00:00+00:00,10667.0,2021-06-23 01:00:00+00:00,10667.0,2021-06-23 01:00:00+00:00,10667.0,2021-06-23 01:00:00+00:00
145,8,10796,10799,10821,5,3,1792.625,1808.42,1800.5225,15.795000000000073,2.072477250430956,0.6342783532055889,0.6342783532055889,0.5215219673012602,0.5215219673012602,4,2,0.875,0.9090895431231155,0.48500000000012733,0.06363731981381912,0.6745805634694475,0.6744243790576304,1.3980528713733256,1.0,0.6299772498639894,3,0,1,0.3634061411839322,0,1,1.0,0.5,0.5,0.6945800875632446,0.6531549677135647,0.6087737195216645,0.6945800875632446,0.6217197993274846,0.6945800875632446,0.5847416221669645,0.25,0.875,0.9090895431231155,2,2,4,2.0,10800.0,1,10800.0,,1.0,1,0,,0.6,0.5746198548773239,22,0.4166666666666667,0.29,0.642143060980312,0.7916666666666667,0.696285765245078,2021-07-22 13:00:00+00:00,2021-07-23 01:00:00+00:00,10799,2021-07-23 01:00:00+00:00,2021-07-28 17:00:00+00:00,invalidated,4.354691950477711,1.717751063013922,0.0,0.5565539112050789,1,1,box_too_narrow_for_visible_structure,,,2007,10796,10799,2021-07-23 01:00:00+00:00,10799.0,2021-07-23 01:00:00+00:00,10799.0,2021-07-23 01:00:00+00:00,10799.0,2021-07-23 01:00:00+00:00
147,8,10840,10843,10849,4,3,1805.72,1819.42,1812.5700000000002,13.700000000000045,2.0604337030484086,0.6492729212144094,0.6492729212144094,0.5313556768013946,0.5313556768013946,2,4,0.875,1.0,0.0,0.0,0.5072992700729944,1.015177189458154,1.0452565135902545,1.0,0.481651659651553,0,1,-1,0.8729927007299269,0,1,0.5,1.0,0.5,0.672051602163626,0.6770986968089286,0.6222546807631386,0.672051602163626,0.6499570641728424,0.672051602163626,0.6510785657200774,0.25,0.875,1.0,0,0,0,,10849.0,1,10849.0,,6.0,1,1,6.0,0.0,0.43948332356545666,6,0.2666666666666667,0.4444444444444444,0.639826994175976,0.375,0.5489845263217717,2021-08-02 21:00:00+00:00,2021-08-03 09:00:00+00:00,10843,2021-08-03 09:00:00+00:00,2021-08-04 09:00:00+00:00,accepted_breakout,5.93079019330763,0.1577337817369268,0.0,0.5352607931236582,1,1,box_too_narrow_for_visible_structure,,,2017,10840,10845,2021-08-03 17:00:00+00:00,10843.0,2021-08-03 09:00:00+00:00,10843.0,2021-08-03 09:00:00+00:00,10843.0,2021-08-03 09:00:00+00:00
148,12,10915,10919,10927,4,4,1774.36,1793.71,1784.0349999999999,19.350000000000136,2.4678283133216015,0.7450252487535836,0.7450252487535836,0.6685738632973804,0.6685738632973804,2,2,1.0,1.0,0.0,0.0,0.5932816537467668,1.0037110504310678,1.464117262890534,0.0,0.4076497806622223,0,1,-1,0.8062015503875943,0,1,0.75,0.5833333333333333,0.5833333333333333,0.7749517903376864,0.7621879414222551,0.7258203402584431,0.7749517903376864,0.7494465192103481,0.7749517903376864,0.771216032690344,0.25,1.0,1.0,0,0,0,,10927.0,1,10927.0,,8.0,1,1,8.0,0.2,0.31488385446921147,8,0.2,0.4444444444444444,0.6984945551304613,0.41666666666666663,0.5915680832270598,2021-08-19 09:00:00+00:00,2021-08-20 01:00:00+00:00,10919,2021-08-20 01:00:00+00:00,2021-08-23 09:00:00+00:00,accepted_breakout,5.103677566227305,0.0,0.0,0.6057285960244181,1,1,box_too_narrow_for_visible_structure,,,2032,10915,10920,2021-08-20 05:00:00+00:00,10919.0,2021-08-20 01:00:00+00:00,10919.0,2021-08-20 01:00:00+00:00,10919.0,2021-08-20 01:00:00+00:00
149,8,11109,11112,11123,7,3,1747.6,1770.475,1759.0375,22.875,2.5404000925434356,0.7271450678427429,0.7271450678427429,0.6389583383244836,0.6389583383244836,3,3,0.75,1.0,0.0,0.0,0.35344262295082124,1.6425144204903748,0.897885672053061,0.0,0.35995227089491705,1,0,1,0.9001092896174796,0,1,0.75,0.5,0.5,0.746365272406155,0.756952026747303,0.7091428542339278,0.746365272406155,0.7098595746270171,0.746365272406155,0.7601555653498148,0.5,0.75,1.0,1,1,2,2.0,11118.0,-1,,11118.0,6.0,-1,0,,0.4,0.2872120827734507,11,0.16666666666666669,0.2380952380952381,0.7678717770749803,0.7291666666666666,0.7662238966496975,2021-10-04 17:00:00+00:00,2021-10-05 05:00:00+00:00,11112,2021-10-05 05:00:00+00:00,2021-10-07 01:00:00+00:00,superseded,0.0,0.704613421033151,0.7651288596556163,0.9274275288870883,1,1,edge_partially_matches_chart,,,2059,11109,11115,2021-10-05 17:00:00+00:00,11112.0,2021-10-05 05:00:00+00:00,11112.0,2021-10-05 05:00:00+00:00,11112.0,2021-10-05 05:00:00+00:00
150,8,11119,11123,11131,4,4,1745.81,1764.965,1755.3874999999998,19.154999999999973,2.434410021093988,0.6907849179589746,0.6907849179589746,0.5791540876879564,0.5791540876879564,3,2,0.875,1.0,0.0,0.0,0.6875489428347737,0.7606339846644372,1.6737760364295509,0.0,0.6573886530139268,2,0,1,0.37414078134515916,0,1,0.875,0.5,0.5,0.7337787340415882,0.7076688719536405,0.6697233860302371,0.7337787340415882,0.680715635092665,0.7337787340415882,0.6487936594955698,0.25,0.875,1.0,1,1,2,2.0,11124.0,1,11124.0,,1.0,1,1,8.0,0.4,0.6459619252766418,8,0.35,0.5277777777777778,0.5299211497896177,0.4583333333333333,0.5173413985585156,2021-10-06 09:00:00+00:00,2021-10-07 01:00:00+00:00,11123,2021-10-07 01:00:00+00:00,2021-10-08 09:00:00+00:00,accepted_breakout,6.677182503831196,0.0,0.0,0.5409488844959031,1,1,box_too_narrow_for_visible_structure,,,2062,11119,11123,2021-10-07 01:00:00+00:00,11123.0,2021-10-07 01:00:00+00:00,11123.0,2021-10-07 01:00:00+00:00,11123.0,2021-10-07 01:00:00+00:00
