row_idx,timestamp,side,active_id,detect_idx,age_anchor_idx,active_since_idx,low,high,width,width_atr,base_quality,age_bars,age_decay,effective_significance,source_count,source_event_id,touch_count,fill_pct,state,historical_touch_count,historical_fill_pct,historical_state,first_touch_idx,last_touch_idx,first_partial_fill_idx,historical_first_touch_idx,historical_last_touch_idx,historical_first_partial_fill_idx,max_single_bar_fill_jump,historical_max_single_bar_fill_jump,all_touch_bars_closed_outside,historical_all_touch_bars_closed_outside,last_touch_rejection_flag,historical_last_touch_rejection_flag,bounce_raw_max,historical_bounce_raw_max,component_id,component_low,component_high,component_member_count,component_entered_this_row,component_owned_this_row,touch_delta,fill_delta,entered_this_row,ownership_blocked_by_higher_component,ownership_blocked_by_lower_component,selected,in_window
17733,2026-01-15 06:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,27,0.21022410381342863,0.016463419413601584,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17733,2026-01-15 06:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,20,0.3149802624737183,0.07295147342861673,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4511.235,4561.935,1,0,0,0,0.0,0,0,0,1,1
17734,2026-01-15 10:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,28,0.19842513149602492,0.0179830697797267,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17734,2026-01-15 10:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,21,0.29730177875068026,0.09857544428022072,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4511.235,4561.935,1,0,0,0,0.0,0,0,0,1,1
17735,2026-01-15 14:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,29,0.18728838460958522,0.014832194105010275,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17735,2026-01-15 14:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,22,0.28061551207734325,0.0634325458780838,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4511.235,4561.935,1,0,0,0,0.0,0,0,0,1,1
17736,2026-01-15 18:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,30,0.1767766952966369,0.013732828528652588,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17736,2026-01-15 18:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,23,0.2648657735898238,0.059379858184649456,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4511.235,4561.935,1,0,0,0,0.0,0,0,0,1,1
17737,2026-01-15 22:00:00+00:00,bull,2875,17706,17706,17706,4436.175,4444.785,8.609999999999673,0.25191297646775385,0.48663379449540306,31,0.16685498177125427,0.013879530933479153,1,2875,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,1,4436.175,4444.785,1,0,0,0,0.0,0,0,0,0,1
17737,2026-01-15 22:00:00+00:00,bull,2877,17714,17713,17714,4511.235,4561.935,50.70000000000073,1.4487453591454766,0.5963609441068125,24,0.25,0.0676232669619117,2,0,0,0.0,1,0,0.0,1,,,,,,,0.0,0.0,1,1,,,0.0,0.0,2,4511.235,4561.935,1,0,0,0,0.0,0,0,0,1,1
